3,Nguyễn Văn Ái,1924-09-01,nam,Sơn Tây,0,,,,TRUE
3,Phan Thị An,1917-10-22,Nữ,Phú Thọ,0,,,,TRUE
3,Hoàng Anh,1912-02-10,nam,Thừa Thiên,0,,,,TRUE
3,Phan Anh,1912-03-01,nam,Hà Tĩnh,0,,,,TRUE
3,Diệp Ba,1916-07-12,nam,Mỹ Tho,0,,,,TRUE
3,Hoàng Ba (Đức Văn Khả),1924-02-01,nam,Ninh Bình,0,,,,TRUE
3,Lê Quảng Ba,1915-03-18,nam,Cao Bằng,0,,,,TRUE
3,Nguyễn Hoài Bắc,1924-01-01,nam,Hải Dương,0,,,,TRUE
3,Trần Xuân Bách,1924-05-23,nam,Nam Định,0,,,,TRUE
3,Phạm Văn Bạch,1910-06-18,nam,Bến Tre,0,,,,TRUE
3,Trịnh Xuân Bái,1911-08-15,nam,Thanh Hoá,0,,,,TRUE
3,Nguyễn Đức Bàn,1919-01-20,nam,Nghệ An,0,,,,TRUE
3,Trần Xuân Bạn,1937-08-01,nam,Hà Bắc,0,,,,TRUE
3,Lò Thị Bánh,1930-01-01,Nữ,Sơn La,0,,,,TRUE
3,Đào Thị Bảo,1929-04-20,Nữ,Hưng Yên,0,,,,TRUE
3,Trần Bảo (Trần Xuân Hoạt),1906-10-01,nam,Thái Nguyên,0,,,,TRUE
3,Trần Vĩnh Bảo,1909-12-26,nam,Hưng Yên,0,,,,TRUE
3,Nguyễn Thị Bé,1939-10-27,Nữ,TP Hà Nội,0,,,,TRUE
3,Trần Đức Bệ,1931-01-01,nam,Hải Dương,0,,,,TRUE
3,Hồ Thị Bi,1916-04-01,Nữ,Hoà Bình,0,,,,TRUE
3,Linh mục Hồ Thành Biên,1890-09-10,nam,TP Hà Nội,0,,,,TRUE
3,Nguyễn Thanh Bình (Nguyễn Văn Huyến),1918-05-04,nam,Hà Bắc,0,,,,TRUE
3,Trần Tử Bình,1907-05-01,nam,Hà Nam,0,,,,TRUE
3,Vũ Đình Bông,1925-01-15,nam,Nghệ An,0,,,,TRUE
3,Nhữ Văn Bồng,1934-10-05,nam,TP Hải Phòng,0,,,,TRUE
3,Phạm Văn Búng,1900-01-01,nam,Biên Hòa,0,,,,TRUE
3,Lò Văn Bường,1924-02-07,nam,Thanh Hoá,0,,,,TRUE
3,Tạ Quang Bửu,1910-07-23,nam,TP Hải Phòng,0,,,,TRUE
3,Nguyễn Duy Bửu,1926-05-05,nam,TP Hà Nội,0,,,,TRUE
3,Nguyễn Văn Cái,1907-03-22,nam,Bến Tre,0,,,,TRUE
3,Bùi Thị Cẩm,1912-02-01,Nữ,Thái Bình,0,,,,TRUE
3,Kha Vạng Cân,1908-10-16,nam,Nam Định,0,,,,TRUE
3,Vũ Văn Cẩn,1915-01-01,nam,Phú Thọ,0,,,,TRUE
3,Đặng Thị Càng,1923-12-21,Nữ,Quảng Ninh,0,,,,TRUE
3,Trần Văn Cảnh,1927-05-01,nam,Sơn La,0,,,,TRUE
3,Đặng Văn Cáp,1894-10-19,nam,Thanh Hoá,0,,,,TRUE
3,La Văn Cầu,1931-01-01,nam,Lạng Sơn,0,,,,TRUE
3,Nông Quốc Chấn (Nông Văn Quỳnh),1923-01-18,nam,Bắc Kạn,0,,,,TRUE
3,Phan Chấn,1920-01-01,nam,Bình Định,0,,,,TRUE
3,Nguyễn Phan Chánh,1892-07-21,nam,Ninh Bình,0,,,,TRUE
3,Đặng Việt Châu,1914-07-02,nam,Vĩnh Phúc,0,,,,TRUE
3,Ngô Văn Châu,1911-02-24,nam,Thái Bình,0,,,,TRUE
3,Nguyễn Kinh Chi,1898-12-20,nam,Thừa Thiên,0,,,,TRUE
3,Trần Văn Chi,1938-04-01,nam,Hà Bắc,0,,,,TRUE
3,Vũ Thị Chi (Vân Chi),1938-01-01,Nữ,TP Hải Phòng,0,,,,TRUE
3,Nguyễn Văn Chi,1913-09-13,nam,Khánh Hoà,0,,,,TRUE
3,Đặng Đình Chiếm,1911-01-01,nam,Hà Bắc,0,,,,TRUE
3,Phan Văn Chiêu,1915-06-21,nam,Sóc Trăng,0,,,,TRUE
