14,Nguyễn Phú Trọng,1944,nam,Hà Nội,0,Ba Ðình-Hoàn Kiếm-Tây Hồ,Hà Nội,Tiến sĩ,TRUE
14,Nguyễn Doãn Anh,1967,nam,Hà Nội,0,Ba Ðình-Hoàn Kiếm-Tây Hồ,Hà Nội,Cử nhân,TRUE
14,Trần Thị Phương Hoa,1975,nữ,Hà Nội,0,Ba Ðình-Hoàn Kiếm-Tây Hồ,Hải Dương,Thạc sĩ,TRUE
14,Trần Việt Khoa,1965,nam,Hà Nội,0,Ðống Ða-Hai Bà Trưng,Vĩnh Phúc,Tiến sĩ,TRUE
14,Hoàng Văn Cường,1963,nam,Hà Nội,0,Ðống Ða-Hai Bà Trưng,Nam Định,Tiến sĩ,TRUE
14,Nguyễn Quang Tuấn,1967,nam,Hà Nội,0,Ðống Ða-Hai Bà Trưng,Hà Nội,Tiến sĩ,TRUE
14,Nguyễn Phi Thường,1971,nam,Hà Nội,0,Hà Ðông-Thanh Xuân-Cầu Giấy,Hà Nội,Tiến sĩ,TRUE
14,Nguyễn Thị Bích Ngọc,1961,nữ,Hà Nội,0,Hà Ðông-Thanh Xuân-Cầu Giấy,Hà Nội,Cử nhân,TRUE
14,Đào Tú Hoa,1970,nữ,Hà Nội,0,Hà Ðông-Thanh Xuân-Cầu Giấy,Hưng Yên,Thạc sĩ,TRUE
14,Nguyễn Hữu Chính,1963,nam,Hà Nội,0,Thanh Trì-Gia Lâm-Hoàng Mai,Hải Dương,Thạc sĩ,TRUE
14,Lê Quân,1974,nam,Hà Nội,0,Thanh Trì-Gia Lâm-Hoàng Mai,Quảng Ngãi,Tiến sĩ,TRUE
14,Dương Minh Ánh,1975,nữ,Hà Nội,0,Thanh Trì-Gia Lâm-Hoàng Mai,Hưng Yên,Thạc sĩ,TRUE
14,Nguyễn Thị Nguyệt Hường,1970,nữ,Hà Nội,0,Đan Phượng-Hoài Đức-Bắc Từ Liêm-Nam Từ Liêm,Nam Định,Thạc sĩ,FALSE
14,Đỗ Đức Hồng Hà,1969,nam,Hà Nội,0,Đan Phượng-Hoài Đức-Bắc Từ Liêm-Nam Từ Liêm,Hải Dương,Tiến sĩ,TRUE
14,Đào Thanh Hải,1962,nam,Hà Nội,0,Đan Phượng-Hoài Đức-Bắc Từ Liêm-Nam Từ Liêm,Thanh Hóa,Thạc sĩ,TRUE
14,Nguyễn (Văn) Chiến,1963,nam,Hà Nội,0,Ứng Hòa-Mỹ Đức-Phú Xuyên-Thường Tín,Hà Nội,Cử nhân,TRUE
14,Trần Thị Quốc Khánh,1959,nữ,Hà Nội,0,Ứng Hòa-Mỹ Đức-Phú Xuyên-Thường Tín,Hà Nam,Tiến sĩ,TRUE
14,Nguyễn Thị Lan,1974,nữ,Hà Nội,0,Ứng Hòa-Mỹ Đức-Phú Xuyên-Thường Tín,Hà Nội,Tiến sĩ,TRUE
14,Nguyễn Quốc Bình,1959,nam,Hà Nội,0,Quốc Oai-Chương Mỹ-Thanh Oai,Hà Nội,Tiến sĩ,TRUE
14,Nguyễn Quốc Hưng,1961,nam,Hà Nội,0,Quốc Oai-Chương Mỹ-Thanh Oai,Vĩnh Phúc,Tiến sĩ,TRUE
14,Dương Quang Thành,1962,nam,Hà Nội,0,Quốc Oai-Chương Mỹ-Thanh Oai,Quảng Bình,Tiến sĩ,TRUE
14,Nguyễn Văn Được,1946,nam,Hà Nội,0,Ba Vì-Phúc Thọ-Thạch Thất-Sơn Tây,Quảng Ngãi,Cử nhân,TRUE
14,Hoàng Trung Hải,1959,nam,Hà Nội,0,Ba Vì-Phúc Thọ-Thạch Thất-Sơn Tây,Thái Bình,Thạc sĩ,TRUE
14,Ngọ Duy Hiểu,1973,nam,Hà Nội,0,Ba Vì-Phúc Thọ-Thạch Thất-Sơn Tây,Thanh Hóa,Thạc sĩ,TRUE
14,Vũ Thị Lưu Mai,1972,nữ,Hà Nội,0,Ðông Anh-Long Biên,Hải Dương,Thạc sĩ,TRUE
14,Nguyễn Anh Trí,1957,nam,Hà Nội,0,Ðông Anh-Long Biên,Quảng Bình,Tiến sĩ,TRUE
14,Phạm Quang Thanh,1981,nam,Hà Nội,0,Ðông Anh-Long Biên,Thanh Hóa,Thạc sĩ,TRUE
14,Bùi Huyền Mai,1975,nữ,Hà Nội,0,Sóc Sơn-Mê Linh,Hà Nội,Thạc sĩ,TRUE
14,Hòa thượng Thích Bảo Nghiêm,1956,nam,Hà Nội,0,Sóc Sơn-Mê Linh,Thái Bình,Tiến sĩ,TRUE
14,Nguyễn Văn Thắng,1973,nam,Hà Nội,0,Sóc Sơn-Mê Linh,Hà Nội,Tiến sĩ,TRUE
14,Trần Đại Quang,1956,nam,Hồ Chí Minh,0,Quận 1-Quận 3-Quận 4,Ninh Bình,Tiến sĩ,FALSE
14,Ngô Tuấn Nghĩa,1962,nam,Hồ Chí Minh,0,Quận 1-Quận 3-Quận 4,Hồ Chí Minh,Cử nhân,TRUE
14,Lâm Đình Thắng,1981,nam,Hồ Chí Minh,0,Quận 1-Quận 3-Quận 4,Bạc Liêu,Thạc sĩ,TRUE
14,Tô Thị Bích Châu,1969,nữ,Hồ Chí Minh,0,Quận 7-Nhà Bè-Cần Giờ,Bến Tre,Cử nhân,TRUE
14,Nguyễn Minh Hoàng,1960,nam,Hồ Chí Minh,0,Quận 7-Nhà Bè-Cần Giờ,Hồ Chí Minh,Cử nhân,TRUE
