6,Trần Thị Ân,1923-01-01,Nữ,TP Hà Nội,0,,,,TRUE
6,Lê Thị Ẩn,1948-01-01,Nữ,Thuận Hải,0,,,,TRUE
6,Mai Văn Ẩn,1942-01-01,nam,Cửu Long,0,,,,TRUE
6,Nguyễn Thị Ẩn (Nguyễn Thị Ánh),1927-01-01,Nữ,Tiền Giang,0,,,,TRUE
6,Hoàng Anh,1912-02-10,nam,Bình Trị Thiên,0,,,,TRUE
6,Lê Đức Anh,1920-12-01,nam,Hậu Giang,0,,,,TRUE
6,Lê Thị Kim Anh,1953-01-01,Nữ,TP Hà Nội,0,,,,TRUE
6,Phan Anh,1912-03-01,nam,Nghệ Tĩnh,0,,,,TRUE
6,Trương Ngọc Anh,1930-01-01,nam,Tây Ninh,0,,,,TRUE
6,Võ Thị Kim Anh (Võ Thị Kim Anh (Hai Kim)),1926-01-01,Nữ,Hậu Giang,0,,,,TRUE
6,Hoàng Thị Ba,1951-01-01,Nữ,Nghệ Tĩnh,0,,,,TRUE
6,Lê Quảng Ba,1915-03-18,nam,Cao Lạng,0,,,,TRUE
6,Linh mục Hồ Huệ Bá (Linh mục Hồ Huệ Bá (Joseph Marie)),1894-01-01,nam,An Giang,0,,,,TRUE
6,Hoàng Văn Bạch (Út Bạch),1943-01-01,nam,An Giang,0,,,,TRUE
6,Phạm Văn Bạch,1910-06-18,nam,Hậu Giang,0,,,,TRUE
6,Vũ Tất Ban,1937-01-01,nam,TP Hà Nội,0,,,,TRUE
6,Đinh Thị Bạn,1951-01-01,Nữ,Vĩnh Phú,0,,,,TRUE
6,Nguyễn Lương Bằng,1903-04-01,nam,TP Hà Nội,0,,,,TRUE
6,Võ Thái Bảo (Võ Thái Bảo (Võ Quang Sử)),1921-01-01,nam,An Giang,0,,,,TRUE
6,Hồ Văn Bé,1941-01-01,nam,Tiền Giang,0,,,,TRUE
6,Lê Thị Bích,1945-01-01,Nữ,Thanh Hoá,0,,,,TRUE
6,Nguyễn Thị Biên (Nguyễn Thị Biên (Thu Hương)),1937-01-01,Nữ,Cửu Long,0,,,,TRUE
6,Bùi Duy Bình,1951-01-01,nam,Thái Bình,0,,,,TRUE
6,Dương Thị Bình,1932-01-01,Nữ,An Giang,0,,,,TRUE
6,Nguyễn Công Bình (Nguyễn Văn Mè),1923-01-01,nam,Tiền Giang,0,,,,TRUE
6,Nguyễn Thanh Bình (Nguyễn Thanh Bình (Nguyễn Văn Huyền)),1918-05-04,nam,Hà Bắc,0,,,,TRUE
6,Nguyễn Thị Bình (Nguyễn Thị Bình (Nguyễn Châu Sa)),1927-05-26,Nữ,TP Hồ Chí Minh,0,,,,TRUE
6,Nguyễn Thị Bình,1952-01-01,Nữ,TP Hải Phòng,0,,,,TRUE
6,Nguyễn Văn Bình,1933-01-01,nam,Hà Bắc,0,,,,TRUE
6,Y Buông,1948-01-01,Nữ,Gia Lai - Kon Tum,0,,,,TRUE
6,Tạ Quang Bửu,1910-07-23,nam,Nghệ Tĩnh,0,,,,TRUE
6,Vũ Văn Cẩn,1915-01-01,nam,Hà Tuyên,0,,,,TRUE
6,Tạ Minh Cang,1936-01-01,nam,Hậu Giang,0,,,,TRUE
6,Phạm Thị Cát,1940-01-01,Nữ,TP Hải Phòng,0,,,,TRUE
6,Nguyễn Thọ Chân,1922-01-01,nam,TP Hải Phòng,0,,,,TRUE
6,Cha Ma Lé Chấn,1931-02-20,nam,Thuận Hải,0,,,,TRUE
6,Nguyễn Chấn,1924-01-01,nam,Vĩnh Phú,0,,,,TRUE
6,Lỷ Mềnh Chắn,1954-01-01,Nữ,Quảng Ninh,0,,,,TRUE
