12,Nguyễn Phú Trọng,,,Hà Nội,88.12,Quận Ba Đình. Cầu Giấy,,,TRUE
12,Nguyễn Đức Nhanh,,,Hà Nội,67.59,Quận Ba Đình. Cầu Giấy,,,TRUE
12,Nguyễn Hồng Sơn,,,Hà Nội,64.31,Quận Ba Đình. Cầu Giấy,,,TRUE
12,Ngô Thị Doãn Thanh,,,Hà Nội,81.71,Quận Hai Bà Trưng. Hoàn Kiếm,,,TRUE
12,Ngô Anh Dũng,,,Hà Nội,73.31,Quận Hai Bà Trưng. Hoàn Kiếm,,,TRUE
12,Nguyễn Viết Thịnh,,,Hà Nội,71.82,Quận Hai Bà Trưng. Hoàn Kiếm,,,TRUE
12,Đào Trọng Thi,,,Hà Nội,75.74,Quận Đống Đa. Thanh Xuân,,,TRUE
12,Nguyễn Phạm Ý Nhi,,,Hà Nội,66.82,Quận Đống Đa. Thanh Xuân,,,TRUE
12,Đặng Huyền Thái,,,Hà Nội,60.83,Quận Đống Đa. Thanh Xuân,,,TRUE
12,Nguyễn Minh Hà,,,Hà Nội,68.98,Quận Tây Hồ. Từ Liêm,,,TRUE
12,Nguyễn Thị Nguyệt Hường,,,Hà Nội,63.5,Quận Tây Hồ. Từ Liêm,,,TRUE
12,Vũ Hồng Anh,,,Hà Nội,57.52,Quận Tây Hồ. Từ Liêm,,,TRUE
12,Nguyễn Tiến Dĩnh,,,Hà Nội,72.38,Quận Hoàng Mai. Thanh Trì,,,TRUE
12,Đặng Văn Khanh,,,Hà Nội,71.49,Quận Hoàng Mai. Thanh Trì,,,TRUE
12,Nguyễn Ngọc Đào,,,Hà Nội,54.49,Quận Hoàng Mai. Thanh Trì,,,TRUE
12,Trần Văn Long (tức Hòa thượng Thích Thanh Tứ),,,Hà Nội,76.77,Quận Long Biên. Gia Lâm,,,TRUE
12,Nguyễn Thị Hồng Hà,,,Hà Nội,68.17,Quận Long Biên. Gia Lâm,,,TRUE
12,Nguyễn Thị Hoa,,,Hà Nội,51.19,Quận Long Biên. Gia Lâm,,,TRUE
12,Đỗ Căn,,,Hà Nội,78.05,Sóc Sơn. Đông Anh,,,TRUE
12,Phạm Thị Loan,,,Hà Nội,66.27,Sóc Sơn. Đông Anh,,,TRUE
12,Trần Thị Quốc Khánh,,,Hà Nội,60.34,Sóc Sơn. Đông Anh,,,TRUE
12,Chu Sơn Hà,,,Hà Nội,81.96,Thị xã Sơn Tây. Ba Vì. Phúc Thọ,,,TRUE
12,Nguyễn Văn Chi,,,Hà Nội,80.31,Thị xã Sơn Tây. Ba Vì. Phúc Thọ,,,TRUE
12,Phạm Thị Hồng Nga (tức Phạm Hồng Nga),,,Hà Nội,77.43,Thị xã Sơn Tây. Ba Vì. Phúc Thọ,,,TRUE
12,Nguyễn Đình Quyền,,,Hà Nội,81.53,Thạch Thất. Quốc Oai. Đan Phượng. Hoài Đức,,,TRUE
12,Bùi Duy Nhâm,,,Hà Nội,80.21,Thạch Thất. Quốc Oai. Đan Phượng. Hoài Đức,,,TRUE
12,Trần Thị Kim Phương (tức Trần Kim Phương),,,Hà Nội,53.82,Thạch Thất. Quốc Oai. Đan Phượng. Hoài Đức,,,TRUE
12,Nguyễn Thị Bích Ngọc,,,Hà Nội,81.66,Thành phố Hà Đông. Chương Mỹ. Thanh Oai,,,TRUE
12,Hà Văn Hiền,,,Hà Nội,79.51,Thành phố Hà Đông. Chương Mỹ. Thanh Oai,,,TRUE
12,Nguyễn Đăng Kính,,,Hà Nội,66.16,Thành phố Hà Đông. Chương Mỹ. Thanh Oai,,,TRUE
12,Phạm Khôi Nguyên,,,Hà Nội,80.74,Ứng Hoà. Mỹ Đức. Thường Tín. Phú Xuyên,,,TRUE
12,Nguyễn Thị Tuyến,,,Hà Nội,77.72,Ứng Hoà. Mỹ Đức. Thường Tín. Phú Xuyên,,,TRUE
12,Tô Văn Thường (tức Tô Thường),,,Hà Nội,76.82,Ứng Hoà. Mỹ Đức. Thường Tín. Phú Xuyên,,,TRUE
12,Nguyễn Minh Triết,,,Hồ Chí Minh,89.68,Quận 1. Quận 2. Quận 3,,,TRUE
12,Trần Du lịch,,,Hồ Chí Minh,60.21,Quận 1. Quận 2. Quận 3,,,TRUE
12,Nguyễn Đăng Trừng,,,Hồ Chí Minh,54.2,Quận 1. Quận 2. Quận 3,,,TRUE
